医療機関ID,医療機関名,都道府県名,医療機関住所,電話番号
14501110,豊徳会丸田病院,宮崎県,都城市八幡町４街区２号,986237060.0
14501110,豊徳会丸田病院,宮崎県,都城市八幡町４街区２号,986237060.0
14501109,独立行政法人国立病院機構　都城医療センター,宮崎県,都城市祝吉町５０３３番地１,986234111.0
14501109,独立行政法人国立病院機構　都城医療センター,宮崎県,都城市祝吉町５０３３番地１,986234111.0
14501109,独立行政法人国立病院機構　都城医療センター,宮崎県,都城市祝吉町５０３３番地１,986234111.0
14501108,メディカルシティ東部病院,宮崎県,都城市立野町３６３３番地１,986222240.0
14501108,メディカルシティ東部病院,宮崎県,都城市立野町３６３３番地１,986222240.0
14501108,メディカルシティ東部病院,宮崎県,都城市立野町３６３３番地１,986222240.0
14501107,医療法人清陵会隅病院,宮崎県,都城市高崎町大牟田１２０４番地,986621100.0
14501107,医療法人清陵会隅病院,宮崎県,都城市高崎町大牟田１２０４番地,986621100.0
14501107,医療法人清陵会隅病院,宮崎県,都城市高崎町大牟田１２０４番地,986621100.0
14501106,宗正病院,宮崎県,都城市八幡町１５街区３号,986224380.0
14501106,宗正病院,宮崎県,都城市八幡町１５街区３号,986224380.0
14501106,宗正病院,宮崎県,都城市八幡町１５街区３号,986224380.0
14501105,宮永病院,宮崎県,都城市松元町１５街区１０号,986222015.0
14501105,宮永病院,宮崎県,都城市松元町１５街区１０号,986222015.0
14501105,宮永病院,宮崎県,都城市松元町１５街区１０号,986222015.0
14501104,都城市郡医師会病院,宮崎県,都城市太郎坊町１３６４番地１,986392322.0
14501104,都城市郡医師会病院,宮崎県,都城市太郎坊町１３６４番地１,986392322.0
14501104,都城市郡医師会病院,宮崎県,都城市太郎坊町１３６４番地１,986392322.0
14501103,藤元上町病院,宮崎県,都城市上町１０街区２４号,986234000.0
14501103,藤元上町病院,宮崎県,都城市上町１０街区２４号,986234000.0
14501103,藤元上町病院,宮崎県,都城市上町１０街区２４号,986234000.0
14501102,医療法人啓仁会城南病院,宮崎県,都城市大王町３０街区５号,986232844.0
14501102,医療法人啓仁会城南病院,宮崎県,都城市大王町３０街区５号,986232844.0
14501102,医療法人啓仁会城南病院,宮崎県,都城市大王町３０街区５号,986232844.0
14501101,医療法人明和会宮田眼科病院,宮崎県,都城市蔵原町６街区３号,986221441.0
14501101,医療法人明和会宮田眼科病院,宮崎県,都城市蔵原町６街区３号,986221441.0
14501101,医療法人明和会宮田眼科病院,宮崎県,都城市蔵原町６街区３号,986221441.0
14501100,医療法人三省会倉内整形外科病院,宮崎県,都城市上町１６街区６号,986221252.0
14501100,医療法人三省会倉内整形外科病院,宮崎県,都城市上町１６街区６号,986221252.0
14501100,医療法人三省会倉内整形外科病院,宮崎県,都城市上町１６街区６号,986221252.0
14501099,小牧病院,宮崎県,都城市立野町５号５番地１,986241212.0
14501099,小牧病院,宮崎県,都城市立野町５号５番地１,986241212.0
14501099,小牧病院,宮崎県,都城市立野町５号５番地１,986241212.0
14501098,ベテスダクリニック,宮崎県,都城市年見町２３号１２番地,986221700.0
14501098,ベテスダクリニック,宮崎県,都城市年見町２３号１２番地,986221700.0
14501098,ベテスダクリニック,宮崎県,都城市年見町２３号１２番地,986221700.0
14501097,橘病院,宮崎県,都城市中町１５街区２４号,986237236.0
14501097,橘病院,宮崎県,都城市中町１５街区２４号,986237236.0
14501097,橘病院,宮崎県,都城市中町１５街区２４号,986237236.0
14501096,柳田病院,宮崎県,都城市東町１０街区１７号,986224850.0
14501096,柳田病院,宮崎県,都城市東町１０街区１７号,986224850.0
14501096,柳田病院,宮崎県,都城市東町１０街区１７号,986224850.0
14501095,戸嶋病院,宮崎県,都城市郡元一丁目９番地５,986513111.0
14501095,戸嶋病院,宮崎県,都城市郡元一丁目９番地５,986513111.0
14501095,戸嶋病院,宮崎県,都城市郡元一丁目９番地５,986513111.0
14501092,医療法人社団順養会　海老原病院,宮崎県,東諸県郡国富町大字本庄４３６５番地,985752115.0
14501092,医療法人社団順養会　海老原病院,宮崎県,東諸県郡国富町大字本庄４３６５番地,985752115.0
14501092,医療法人社団順養会　海老原病院,宮崎県,東諸県郡国富町大字本庄４３６５番地,985752115.0
14501091,医療法人慶明会　けいめい記念病院,宮崎県,東諸県郡国富町岩知野字六江７６２,985757007.0
14501091,医療法人慶明会　けいめい記念病院,宮崎県,東諸県郡国富町岩知野字六江７６２,985757007.0
14501091,医療法人慶明会　けいめい記念病院,宮崎県,東諸県郡国富町岩知野字六江７６２,985757007.0
14501034,医療法人社団　城山病院,宮崎県,宮崎市清武町船引２３８番地,985850036.0
14501034,医療法人社団　城山病院,宮崎県,宮崎市清武町船引２３８番地,985850036.0
14501034,医療法人社団　城山病院,宮崎県,宮崎市清武町船引２３８番地,985850036.0
14501033,古賀総合病院,宮崎県,宮崎市池内町数太木１７４９番地１,985398888.0
14501033,古賀総合病院,宮崎県,宮崎市池内町数太木１７４９番地１,985398888.0
14501033,古賀総合病院,宮崎県,宮崎市池内町数太木１７４９番地１,985398888.0
14501032,医療法人財団志清会阿波岐ケ原病院,宮崎県,宮崎市阿波岐原町前浜４２７６番地７０６,985265050.0
14501032,医療法人財団志清会阿波岐ケ原病院,宮崎県,宮崎市阿波岐原町前浜４２７６番地７０６,985265050.0
14501032,医療法人財団志清会阿波岐ケ原病院,宮崎県,宮崎市阿波岐原町前浜４２７６番地７０６,985265050.0
14501031,医療法人社団尚成会　近間病院,宮崎県,宮崎市山崎町９６５番地６,985242418.0
14501031,医療法人社団尚成会　近間病院,宮崎県,宮崎市山崎町９６５番地６,985242418.0
14501031,医療法人社団尚成会　近間病院,宮崎県,宮崎市山崎町９６５番地６,985242418.0
14501030,さがら病院宮崎,宮崎県,宮崎市丸山２丁目１１２番地１,985327170.0
14501030,さがら病院宮崎,宮崎県,宮崎市丸山２丁目１１２番地１,985327170.0
14501030,さがら病院宮崎,宮崎県,宮崎市丸山２丁目１１２番地１,985327170.0
14501029,独立行政法人　国立病院機構　宮崎東病院,宮崎県,宮崎市大字田吉４３７４番地１,985562311.0
14501029,独立行政法人　国立病院機構　宮崎東病院,宮崎県,宮崎市大字田吉４３７４番地１,985562311.0
14501029,独立行政法人　国立病院機構　宮崎東病院,宮崎県,宮崎市大字田吉４３７４番地１,985562311.0
14501028,医療法人社団仁和会　竹内病院,宮崎県,宮崎市霧島２丁目２６０番地,985260123.0
14501028,医療法人社団仁和会　竹内病院,宮崎県,宮崎市霧島２丁目２６０番地,985260123.0
14501028,医療法人社団仁和会　竹内病院,宮崎県,宮崎市霧島２丁目２６０番地,985260123.0
14501027,慈英病院,宮崎県,宮崎市中西町１６０番地,985235000.0
14501027,慈英病院,宮崎県,宮崎市中西町１６０番地,985235000.0
14501027,慈英病院,宮崎県,宮崎市中西町１６０番地,985235000.0
14501026,医療法人社団紘和会平和台病院,宮崎県,宮崎市矢の先町１５０番地１,985242605.0
14501026,医療法人社団紘和会平和台病院,宮崎県,宮崎市矢の先町１５０番地１,985242605.0
14501026,医療法人社団紘和会平和台病院,宮崎県,宮崎市矢の先町１５０番地１,985242605.0
14501025,一般財団法人弘潤会野崎病院,宮崎県,宮崎市大字恒久５５６７番地,985513111.0
14501025,一般財団法人弘潤会野崎病院,宮崎県,宮崎市大字恒久５５６７番地,985513111.0
14501025,一般財団法人弘潤会野崎病院,宮崎県,宮崎市大字恒久５５６７番地,985513111.0
14501024,大江整形外科病院,宮崎県,宮崎市大橋１丁目９４番地１,985256300.0
14501024,大江整形外科病院,宮崎県,宮崎市大橋１丁目９４番地１,985256300.0
14501024,大江整形外科病院,宮崎県,宮崎市大橋１丁目９４番地１,985256300.0
14501023,潤和リハビリテーション振興財団　潤和会記念病院,宮崎県,宮崎市大字小松１１１９番地,985475555.0
14501023,潤和リハビリテーション振興財団　潤和会記念病院,宮崎県,宮崎市大字小松１１１９番地,985475555.0
14501023,潤和リハビリテーション振興財団　潤和会記念病院,宮崎県,宮崎市大字小松１１１９番地,985475555.0
14501022,獅子目整形外科病院,宮崎県,宮崎市島之内６６５４番地,985391052.0
14501022,獅子目整形外科病院,宮崎県,宮崎市島之内６６５４番地,985391052.0
14501022,獅子目整形外科病院,宮崎県,宮崎市島之内６６５４番地,985391052.0
14501021,市民の森病院,宮崎県,宮崎市大字塩路江良ノ上２７８３番地３７,985397630.0
14501021,市民の森病院,宮崎県,宮崎市大字塩路江良ノ上２７８３番地３７,985397630.0
14501021,市民の森病院,宮崎県,宮崎市大字塩路江良ノ上２７８３番地３７,985397630.0
14501019,宮崎生協病院,宮崎県,宮崎市大島町天神前１１７１番地,985246877.0
14501019,宮崎生協病院,宮崎県,宮崎市大島町天神前１１７１番地,985246877.0
14501019,宮崎生協病院,宮崎県,宮崎市大島町天神前１１７１番地,985246877.0
14501018,宮崎善仁会病院,宮崎県,宮崎市新別府町江口９５０番地１,985261599.0
14501018,宮崎善仁会病院,宮崎県,宮崎市新別府町江口９５０番地１,985261599.0
14501018,宮崎善仁会病院,宮崎県,宮崎市新別府町江口９５０番地１,985261599.0
14501017,医療法人陽明会　増田病院,宮崎県,宮崎市大字大瀬町２１７６番地１,985411234.0
14501017,医療法人陽明会　増田病院,宮崎県,宮崎市大字大瀬町２１７６番地１,985411234.0
14501017,医療法人陽明会　増田病院,宮崎県,宮崎市大字大瀬町２１７６番地１,985411234.0
14501016,医療法人社団誠和会藤木病院,宮崎県,宮崎市大字小松２９８８番地,985470415.0
14501016,医療法人社団誠和会藤木病院,宮崎県,宮崎市大字小松２９８８番地,985470415.0
14501016,医療法人社団誠和会藤木病院,宮崎県,宮崎市大字小松２９８８番地,985470415.0
14501015,金丸脳神経外科病院,宮崎県,宮崎市池内町八幡田８０３番地,985398484.0
14501015,金丸脳神経外科病院,宮崎県,宮崎市池内町八幡田８０３番地,985398484.0
14501015,金丸脳神経外科病院,宮崎県,宮崎市池内町八幡田８０３番地,985398484.0
14501014,宮崎市郡医師会病院,宮崎県,宮崎市大字有田１１７３番地,985779101.0
14501014,宮崎市郡医師会病院,宮崎県,宮崎市大字有田１１７３番地,985779101.0
14501014,宮崎市郡医師会病院,宮崎県,宮崎市大字有田１１７３番地,985779101.0
14501012,医療法人博愛社佐土原病院,宮崎県,宮崎市佐土原町上田島３８７３番地,985740012.0
14501012,医療法人博愛社佐土原病院,宮崎県,宮崎市佐土原町上田島３８７３番地,985740012.0
14501012,医療法人博愛社佐土原病院,宮崎県,宮崎市佐土原町上田島３８７３番地,985740012.0
14501011,辰元病院,宮崎県,宮崎市高岡町飯田２０８９番地１,985823531.0
14501011,辰元病院,宮崎県,宮崎市高岡町飯田２０８９番地１,985823531.0
14501011,辰元病院,宮崎県,宮崎市高岡町飯田２０８９番地１,985823531.0
14501010,独立行政法人地域医療機能推進機構　宮崎江南病院,宮崎県,宮崎市大坪西１丁目２番１号,985517575.0
14501010,独立行政法人地域医療機能推進機構　宮崎江南病院,宮崎県,宮崎市大坪西１丁目２番１号,985517575.0
14501010,独立行政法人地域医療機能推進機構　宮崎江南病院,宮崎県,宮崎市大坪西１丁目２番１号,985517575.0
